prime,target,condition,correctAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fix_text.started,blank1_bg.started,fix_text.stopped,prime_text.started,blank1_bg.stopped,prime_text.stopped,blank2_bg.started,blank2_bg.stopped,target_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,feedback_correct.started,greenCircle.started,redCrosss.started,blank3_bg.started,greenCircle.stopped,redCrosss.stopped,blank3_bg.stopped,feedback_correct.stopped,thanks.started,text_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
The dog is barking loudly,The dog is barking loudly,repetition_related,right,9,9,0,right,1,1.4968211239902303,None,0,9,9,12,71.5710198750021,,,,,,,,,71.56564533300116,71.5710198750021,71.81350883300183,71.81350883300183,72.00449116699747,72.00936279199959,72.19381574999716,72.21149404199969,72.31103700000676,72.31103700000676,72.31103700000676,73.8116624999966,right,1,1.4968211239902303,None,73.81194383300317,73.8241686669935,73.8241686669935,74.00469200000225,74.02049029199407,74.02049029199407,74.8052977079933,74.78938979200029,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
She does not like apples,She not does like apples,repetition_unrelated,left,10,10,0,left,1,3.896780208000564,None,0,10,10,5,74.8052977079933,,,,,,,,,74.79991112499556,74.80960808300006,75.05546091700671,75.05546091700671,75.25412866700208,75.25412866700208,75.44276133300446,75.46143250000023,75.55544812500011,75.55544812500011,75.55544812500011,79.45690508300322,left,1,3.896780208000564,None,79.45726795800147,79.46884616700117,79.46884616700117,79.6552405830007,79.66301412500616,79.66301412500616,80.45064995800203,80.439182874994,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
She does not like apples,She like does apples not,transposition_unrelated,left,11,11,0,left,1,1.8676896239921916,None,0,11,11,7,80.45064995800203,,,,,,,,,80.44584520799981,80.45662475000427,80.70521283299604,80.70521283299604,80.90489591700316,80.90489591700316,81.09431474999292,81.10492733299907,81.19322387500142,81.20528079199721,81.20528079199721,83.07945870800177,left,1,1.8676896239921916,None,83.07973891700385,83.09119287499925,83.09119287499925,83.28047433300526,83.28703362500528,83.28703362500528,84.07857383300143,84.06357170800038,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
The boy can read fast,The boy can read fast,transposition_related,right,12,12,0,right,1,4.7548494990041945,None,0,12,12,2,84.07857383300143,,,,,,,,,84.0731345420063,84.07857383300143,84.33026045799488,84.32195658299315,84.52121433299908,84.52684862499882,84.7102128330007,84.72840375000669,84.82795708300546,84.82795708300546,84.82795708300546,89.59084816700488,right,1,4.7548494990041945,None,89.59145525000349,89.60302191700612,89.60302191700612,89.7885432500043,89.79722887500247,89.79722887500247,90.591302832996,90.57700445799856,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
The dog is barking loudly,The barking dog loudly is,transposition_unrelated,left,13,13,0,left,1,6.167820083006518,None,0,13,13,15,90.591302832996,,,,,,,,,90.58636937499978,90.591302832996,90.83897337499366,90.83897337499366,91.03878425000585,91.03878425000585,91.2266641669994,91.23864041699562,91.32603962499707,91.33861950000573,91.33861950000573,97.51283474999946,left,1,6.167820083006518,None,97.51311466700281,97.52433070799452,97.52433070799452,97.71454391699808,97.72096333300578,97.72096333300578,98.52020441700006,98.50455487500585,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
They have finished the work,They work the have finished,transposition_unrelated,left,14,14,0,left,1,3.87239266600227,None,0,14,14,11,98.52020441700006,,,,,,,,,98.51500166699407,98.52020441700006,98.76076858300075,98.76076858300075,98.95380124999792,98.95380124999792,99.1441475419997,99.16186912500416,99.25555454200367,99.2620876669971,99.2620876669971,103.14013262500521,left,1,3.87239266600227,None,103.1404246250022,103.15215541700309,103.15215541700309,103.33697208299418,103.34324912499869,103.34324912499869,104.13368904200615,104.12104116700357,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
They have finished the work,They finished have the work,transposition_related,right,15,15,0,left,0,3.5393602499971166,None,0,15,15,10,104.13368904200615,,,,,,,,,104.12877408300119,104.15494945799583,104.38734758300416,104.39438166700711,104.58850479200191,104.57713770799455,104.77724949999538,104.78877829200064,104.87674875000084,104.88861424999777,104.88861424999777,108.42979920799553,left,0,3.5393602499971166,None,108.43015458299487,108.44105770799797,108.44105770799797,108.62967991699406,108.63697575000697,108.63697575000697,109.42205204200582,109.41251008299878,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
They have finished the work,They finished have the work,repetition_unrelated,left,16,0,1,left,1,1.412130666009034,None,1,0,16,9,109.42205204200582,,,,,,,,,109.4128817919991,109.42828224999539,109.68023079200066,109.67201112500334,109.87041245799628,109.87041245799628,110.06025670800591,110.07875633299409,110.17740316700656,110.17740316700656,110.17740316700656,111.59606737499416,left,1,1.412130666009034,None,111.59635449999769,111.60777783299272,111.60777783299272,111.79803362500388,111.80396979200304,111.80396979200304,112.60473204200389,112.58915062500455,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
She does not like apples,She like does apples not,transposition_unrelated,left,17,1,1,left,1,1.225269873990328,None,1,1,17,7,112.60473204200389,,,,,,,,,112.59940166700108,112.60473204200389,112.84658608300379,112.84658608300379,113.03776674999972,113.03776674999972,113.22671474999515,113.24431574999471,113.33845791699423,113.34424654199393,113.34424654199393,114.57416929199826,left,1,1.225269873990328,None,114.57476316699467,114.58622800000012,114.58622800000012,114.77187204199436,114.7795638749958,114.7795638749958,115.5762039580004,115.5618478749966,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
The dog is barking loudly,The barking dog loudly is,transposition_unrelated,left,18,2,1,left,1,2.5986102070019115,None,1,2,18,15,115.5762039580004,,,,,,,,,115.57117500000459,115.5762039580004,115.82184012500511,115.82184012500511,116.02200341700518,116.02200341700518,116.20931370799372,116.22182229200553,116.31061458299519,116.32198537500517,116.32198537500517,118.92419591700309,left,1,2.5986102070019115,None,118.92461470799753,118.93630720800138,118.93630720800138,119.1202448749973,119.12726379200467,119.12726379200467,119.91540045800502,119.90394099999685,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
The dog is barking loudly,The loudly is barking dog,repetition_unrelated,left,19,3,1,left,1,8.883830958002363,None,1,3,19,13,119.91540045800502,,,,,,,,,119.91070033299911,119.92021366700646,120.17191579200153,120.1588000000047,120.37196058299742,120.37196058299742,120.55921350000426,120.57199287500407,120.65944595799374,120.67191824999463,120.67191824999463,129.5622620829963,left,1,8.883830958002363,None,129.56255179199798,129.57412933300657,129.57412933300657,129.7645920829964,129.77091999999539,129.77091999999539,130.5720384580054,130.55543266699533,,,p,"001",2025-11-10_21h38.44.100,2nd exp,,2025.2.0,None,2025-11-10 21h38.44.185001 +0530,
