thisN,thisTrialN,thisRepN,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.tilt,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
54,0,54,0,down,0,0.7028600419871509,None,54,0,54,0,105.73848870798247,,105.73039345798315,105.73848870798247,106.72991229197942,106.72991229197942,107.4409781669965,0,down,0,0.7028600419871509,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
55,0,55,3,up,0,1.1155212909798138,None,55,0,55,0,107.45071991698933,,107.44158699997934,107.45071991698933,108.43913304200396,108.44397925000521,109.55741729200236,3,up,0,1.1155212909798138,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
56,0,56,0,down,0,0.4086454579955898,None,56,0,56,0,109.56715462499415,,109.55793091698433,109.56715462499415,110.55600574999698,110.56167041699518,110.97426987500512,0,down,0,0.4086454579955898,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
57,0,57,0,down,0,0.5569715409947094,None,57,0,57,0,110.98372929199832,,110.97468033299083,110.98372929199832,111.97262670798227,111.97826987499138,112.54139729199233,0,down,0,0.5569715409947094,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
58,0,58,-5,up,0,0.8174374579975847,None,58,0,58,0,112.55147116698208,,112.54232604199206,112.55147116698208,113.53914766700473,113.54475270799594,114.3621637079923,-5,up,0,0.8174374579975847,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
59,0,59,1,down,1,0.6376731669879518,None,59,0,59,0,114.37216749999789,,114.36258454198833,114.37216749999789,115.35588995798025,115.36072104200139,115.99550383299356,1,down,1,0.6376731669879518,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
60,0,60,0,up,1,2.035144791996572,None,60,0,60,0,116.00464587498573,,115.99596229198505,116.00464587498573,116.98934533298598,116.99561966699548,119.02861237499746,0,up,1,2.035144791996572,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
61,0,61,0,up,1,0.9728142909880262,None,61,0,61,0,119.03858512500301,,119.02897233297699,119.03858512500301,120.02256387498346,120.0282460829767,121.00810120798997,0,up,1,0.9728142909880262,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
62,0,62,-5,up,0,0.9733753740147222,None,62,0,62,0,121.01853466700413,,121.00902358299936,121.01853466700413,122.0060317919997,122.01205904199742,122.9914757499937,-5,up,0,0.9733753740147222,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
63,0,63,0,up,1,0.9108860830019694,None,63,0,63,0,123.00143612499232,,122.99228254199261,123.00143612499232,123.9893871669774,123.99546774997725,124.90722879199893,0,up,1,0.9108860830019694,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
64,0,64,0,down,0,1.2084857080189977,None,64,0,64,0,124.91682979199686,,124.90762479198747,124.91682979199686,125.90583920798963,125.91168191700126,127.12418245797744,0,down,0,1.2084857080189977,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
65,0,65,-3,down,1,0.9847713740018662,None,65,0,65,0,127.13362700000289,,127.12462533300277,127.13362700000289,128.12250479200156,128.1272766669863,129.11207045798074,-3,down,1,0.9847713740018662,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
66,0,66,-2,down,1,0.8224098329956178,None,66,0,66,0,129.12142595800105,,129.1124889999919,129.12142595800105,130.1057928329974,130.11142845798167,130.94151466697804,-2,down,1,0.8224098329956178,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
67,0,67,0,up,1,2.286723958008224,None,67,0,67,0,130.95174654197763,,130.9423656250001,130.95174654197763,131.93937170799472,131.94602237499203,134.22878195799422,0,up,1,2.286723958008224,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
68,0,68,-5,up,0,1.7102705409924965,None,68,0,68,0,134.2381876669824,,134.22920558298938,134.2381876669824,135.2227135419962,135.2291606249928,136.94134687498445,-5,up,0,1.7102705409924965,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
69,0,69,2,up,0,0.7634804990084376,None,69,0,69,0,136.9517276249826,,136.94221241699415,136.9517276249826,137.93923166699824,137.9454655419977,138.70787687497796,2,up,0,0.7634804990084376,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
70,0,70,0,down,0,0.5032195829844568,None,70,0,70,0,138.71798054198734,,138.70859595798538,138.71798054198734,139.70576808298938,139.71137362500303,140.21145366699784,0,down,0,0.5032195829844568,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
71,0,71,1,down,1,0.5701920830179006,None,71,0,71,0,140.2217258749879,,140.21197895798832,140.2217258749879,141.20575491699856,141.2118657079991,141.7785493329866,1,down,1,0.5701920830179006,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
72,0,72,0,down,0,0.4936447079817299,None,72,0,72,0,141.78868383300141,,141.77900924999267,141.78868383300141,142.77923720798572,142.77923720798572,143.27876283298247,0,down,0,0.4936447079817299,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
73,0,73,-4,up,0,1.1480233740003314,None,73,0,73,0,143.2886972919805,,143.2791839579877,143.2886972919805,144.272739832988,144.27760991698597,145.42457866697805,-4,up,0,1.1480233740003314,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
74,0,74,0,down,0,0.60908466699766,None,74,0,74,0,145.43475204199785,,145.4253133329912,145.43475204199785,146.42272070798208,146.42879645799985,147.04133162499056,0,down,0,0.60908466699766,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
75,0,75,0,down,0,0.6613157080137171,None,75,0,75,0,147.05137775000185,,147.04215641698102,147.05137775000185,148.03939562500454,148.0448195829813,148.70753949999926,0,down,0,0.6613157080137171,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
76,0,76,2,up,0,0.9320352909853682,None,76,0,76,0,148.71742795797763,,148.70814462497947,148.71742795797763,149.70468329198775,149.7093645419809,150.64118812498054,2,up,0,0.9320352909853682,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
77,0,77,0,down,0,0.46808687402517535,None,77,0,77,0,150.65142966699204,,150.64202283299528,150.65142966699204,151.63864620798267,151.64343437500065,152.11180720798438,0,down,0,0.46808687402517535,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
78,0,78,0,down,0,0.5338205000152811,None,78,0,78,0,152.12202641699696,,152.1125305419846,152.12202641699696,153.10582520798198,153.11138170800405,153.64563183300197,0,down,0,0.5338205000152811,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
79,0,79,3,up,0,0.8193149990111124,None,79,0,79,0,153.6548722499865,,153.646038167004,153.6548722499865,154.6462669169996,154.6462669169996,155.47448695800267,3,up,0,0.8193149990111124,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
80,0,80,4,up,0,1.2531000830058474,None,80,0,80,0,155.48479124999722,,155.4754316250037,155.48479124999722,156.4724902919843,156.47813312499784,157.72861166700022,4,up,0,1.2531000830058474,None,328931,"001",2025-09-11_05h49.43.433,Discrimination Orientation task,,2025.2.0,None,2025-09-11 05h49.43.451105 +0530,
