stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
73,0.5,1.5,88.41920937500254,,88.41130445800081,88.41920937500254,88.91307637499995,88.90913558300235,88.90913558300235,89.19617466699856,89.26110312500532,left,-1.5,0,0,0.340351417005877,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
74,0.5,2.0,89.26913779199822,,89.2614708750043,89.26913779199822,89.76343133299815,89.75903762500093,89.75903762500093,90.04608133299917,90.19438733300194,right,2.0,1,1,0.4242638329960755,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
75,0.5,2.0,90.20256179200078,,90.19474583300325,90.20256179200078,90.69622499999969,90.69247104199894,90.69247104199894,90.9793324170023,91.16096729200217,right,2.0,1,1,0.46588841700577177,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
76,0.5,2.0,91.16625191699859,,91.16138966700237,91.16625191699859,91.66308129200479,91.65916258300422,91.65916258300422,91.94605437500286,92.09410841700446,left,-2.0,0,0,0.4292609580006683,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
77,0.5,2.5,92.10197204200085,,92.09441766700184,92.10197204200085,92.59621358300501,92.59241208300227,92.59241208300227,92.87994350000372,93.1781455829987,left,-2.5,1,1,0.5819324589974713,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
78,0.5,2.5,93.18285908300459,,93.17844725000032,93.18285908300459,93.68014620800386,93.67581875000178,93.67581875000178,93.96288612500211,94.25985879200016,right,2.5,1,1,0.5703777500020806,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
79,0.5,2.5,94.26752987500367,,94.26024500000494,94.26752987500367,94.76259166700038,94.74804387499898,94.74804387499898,95.04558770800213,95.28043216700462,right,2.5,1,1,0.5292754170004628,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
80,0.5,2.0,95.29271895800048,,95.28070258300431,95.29271895800048,95.78025400000479,95.78025400000479,95.78025400000479,96.07582175000425,96.44437245800509,left,-2.0,1,1,0.66005316600058,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
81,0.5,2.0,96.44924600000377,,96.44473579199985,96.44924600000377,96.94582287500089,96.94227745800163,96.94227745800163,97.22954641700198,97.52769495800021,right,2.0,1,1,0.5770084169998881,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
82,0.5,2.0,97.53640870800155,,97.52815725000255,97.53640870800155,98.03009270800248,98.02591291700082,98.02591291700082,98.3127572500016,98.61102145800396,right,2.0,1,1,0.5723080829993705,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
83,0.5,1.5,98.61982479200378,,98.61151416700159,98.61982479200378,99.11302141700435,99.10913466700003,99.10913466700003,99.39675087499927,99.74437120799848,left,-1.5,1,1,0.6269647919980343,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
84,0.5,1.5,99.75210720800533,,99.74468391700066,99.75210720800533,100.24737129200366,100.24254562499846,100.24254562499846,100.52948329200444,101.21093854200444,right,1.5,1,1,0.9617072920009377,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
85,0.5,1.5,101.21939154199936,,101.2113212080003,101.21939154199936,101.7138950830049,101.70920912500151,101.70920912500151,101.99604337500205,102.2946735420046,left,-1.5,1,1,0.5749112089979462,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
86,0.5,1.0,102.30283366700314,,102.29505070800224,102.30283366700314,102.79639908300305,102.7925186249995,102.7925186249995,103.07940941700508,103.37762604199816,right,1.0,1,1,0.5715118330044788,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
87,0.5,1.0,103.3857646250035,,103.37797908300126,103.3857646250035,103.87923391700315,103.87571608299913,103.87571608299913,104.16281454200362,104.8443313750031,left,-1.0,0,0,0.957341166002152,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
88,0.5,1.5,104.85275375000492,,104.84471650000341,104.85275375000492,105.34666558300523,105.34254450000299,105.34254450000299,105.62933908300329,106.06100779199915,right,1.5,1,1,0.7096081670024432,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
89,0.5,1.5,106.0692512079986,,106.0613952499989,106.0692512079986,106.56342470800155,106.55903424999997,106.55903424999997,106.84600508300355,107.13064608300192,left,-1.5,1,1,0.5679318330003298,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
90,0.5,1.5,107.14270708300319,,107.1309312500016,107.14270708300319,107.62985341699823,107.62580720800179,107.62580720800179,107.91263316700497,108.26112583299982,right,1.5,1,1,0.6241420829974231,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
91,0.5,1.0,108.26927770800103,,108.2614942500004,108.26927770800103,108.7636329579982,108.75926716699905,108.75926716699905,109.04575625000143,109.31143166700349,left,-1.0,1,1,0.5477184579940513,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
92,0.5,1.0,109.32037975000276,,109.31188691699936,109.32037975000276,109.81338687500102,109.809061208005,109.809061208005,110.09612704200117,110.79444800000056,left,-1.0,1,1,0.9707581659968127,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
93,0.5,1.0,110.80224266699952,,110.79481483300333,110.80224266699952,111.29622770800052,111.29243145800137,111.29243145800137,111.57885220800381,111.81079316700198,right,1.0,1,1,0.5034738340036711,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
94,0.5,0.5,111.81895287500083,,111.81118091700046,111.81895287500083,112.31267304200446,112.30892662500264,112.30892662500264,112.59609441700013,113.01084175000142,left,-0.5,1,1,0.6998988749983255,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
95,0.5,0.5,113.01588845800143,,113.01123666700005,113.01588845800143,113.51257120800437,113.50901366700418,113.50901366700418,113.79573870800232,113.89663704200211,right,0.5,1,1,0.3847352500015404,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
96,0.5,0.5,113.90909100000135,,113.89689895800257,113.90909100000135,114.39698737500294,114.39248487500299,114.39248487500299,114.67952745799994,114.9278342500038,left,-0.5,1,1,0.5233553750003921,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
97,0.5,0.0,114.93603133300348,,114.92818800000532,114.93603133300348,115.43014137499995,115.42599445800442,115.42599445800442,115.71317487500346,115.83171129200491,left,-0.0,0,0,0.4027740840028855,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
98,0.5,0.5,115.8424325829983,,115.83198604200152,115.8424325829983,116.33186641700013,116.33186641700013,116.33186641700013,116.62903945799917,116.92764037500456,left,-0.5,0,0,0.5829310409972095,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
99,0.5,1.0,116.93579129200225,,116.92801041700295,116.93579129200225,117.43081504200381,117.42596562499966,117.42596562499966,117.71360445800383,117.96108429200103,right,1.0,1,1,0.5277963750049821,712140,"001",2025-09-02_21h39.02.191,Adaptive Staircase Tutorial,,2025.2.0,None,2025-09-02 21h39.02.203918 +0530,
